,G1,S,G2
0,0.51114786,0.16695425,0.3218979
1,0.6143562,0.24616277,0.13948098
2,0.6030192,0.10995724,0.2870236
3,0.5115297,0.39393073,0.09453952
4,0.6001049,0.2754764,0.124418676
5,0.5429557,0.101071775,0.35597253
6,0.12129879,0.7342361,0.14446509
7,0.52959645,0.23511384,0.2352897
8,0.21084617,0.31909394,0.47005984
9,0.18858384,0.6902917,0.121124454
10,0.46197844,0.42553243,0.112489074
11,0.16776787,0.37187153,0.4603606
12,0.53152853,0.31827134,0.15020011
13,0.52765715,0.17780972,0.29453316
14,0.59117216,0.12643616,0.28239167
15,0.5467738,0.3365333,0.11669291
16,0.34332785,0.31944516,0.337227
17,0.50703716,0.3991756,0.09378722
18,0.3021805,0.23788308,0.45993644
19,0.4539015,0.44479054,0.10130795
20,0.622655,0.15511885,0.22222617
21,0.37075704,0.38596383,0.24327913
22,0.48891604,0.10671509,0.4043689
23,0.16617742,0.45477942,0.37904313
24,0.59620535,0.28194222,0.12185239
25,0.45773405,0.121362664,0.42090327
26,0.5046324,0.40649435,0.08887324
27,0.14174326,0.6056947,0.25256205
28,0.49233982,0.37869614,0.12896396
29,0.47099704,0.18734382,0.3416591
30,0.57997936,0.12392838,0.29609233
31,0.634517,0.1509784,0.21450464
32,0.41364557,0.2431671,0.3431873
33,0.52765715,0.17780972,0.29453316
34,0.23553471,0.43749997,0.3269653
35,0.44541398,0.11162018,0.4429658
36,0.563645,0.3066507,0.12970437
37,0.17242968,0.75974864,0.06782168
38,0.58372355,0.265531,0.15074553
39,0.48999164,0.10943071,0.40057772
40,0.3502041,0.42082995,0.2289659
41,0.6225666,0.24604297,0.13139047
42,0.18124638,0.75102705,0.06772654
43,0.49861938,0.23736152,0.26401913
44,0.27480435,0.28790036,0.43729532
45,0.6150967,0.11288821,0.27201504
46,0.5835075,0.15137333,0.2651192
47,0.4523762,0.15284185,0.39478198
48,0.6320538,0.20579472,0.16215147
49,0.23567022,0.39949995,0.36482987
50,0.15623559,0.37070566,0.47305876
51,0.49129254,0.102034494,0.406673
52,0.6095634,0.23051088,0.1599257
53,0.29161227,0.30128142,0.4071063
54,0.22490707,0.3400363,0.4350566
55,0.52153933,0.29028878,0.18817186
56,0.16875222,0.35734215,0.47390565
57,0.5506251,0.27577704,0.17359783
58,0.6157916,0.12301248,0.26119596
59,0.5262543,0.2153955,0.2583502
60,0.4394552,0.490838,0.06970671
61,0.47880828,0.41762042,0.103571236
62,0.36761183,0.2877649,0.3446232
63,0.5804245,0.28521314,0.13436238
64,0.59246755,0.122821406,0.2847111
65,0.4523762,0.15284185,0.39478198
66,0.615663,0.12610027,0.25823674
67,0.12221808,0.76790506,0.10987688
68,0.628912,0.19173357,0.17935447
69,0.43599457,0.17011444,0.39389095
70,0.15305676,0.41769817,0.429245
71,0.47623867,0.4434168,0.080344535
72,0.3075985,0.32404935,0.36835212
73,0.55280536,0.1641776,0.28301704
74,0.5187773,0.21561907,0.26560366
75,0.5755567,0.15931143,0.2651319
76,0.15416288,0.41031247,0.43552464
77,0.6377074,0.16260841,0.19968423
78,0.50317097,0.16172627,0.33510277
79,0.27713752,0.24362755,0.479235
80,0.35322642,0.36763597,0.2791376
81,0.46366444,0.1817028,0.35463277
82,0.5866196,0.11422873,0.29915166
