,G1,S,G2
0,0.6733896,0.14684653,0.17976382
1,0.19132546,0.7122565,0.09641807
2,0.46199518,0.39034513,0.14765969
3,0.0731763,0.092036165,0.83478755
4,0.3984229,0.41628978,0.1852873
5,0.48857823,0.30843893,0.20298286
6,0.39362693,0.2052577,0.40111536
7,0.52085286,0.21315321,0.26599398
8,0.04825311,0.17642993,0.7753169
9,0.6233889,0.088296674,0.28831437
10,0.087925844,0.039859418,0.87221473
11,0.07115426,0.45961115,0.4692346
12,0.4368445,0.18822101,0.37493443
13,0.6179717,0.19801925,0.18400905
14,0.4869573,0.18604763,0.32699507
15,0.4367282,0.2526733,0.3105985
16,0.49670658,0.14732383,0.35596964
17,0.4885569,0.3715443,0.13989875
18,0.5491256,0.15992066,0.29095376
19,0.05560387,0.7138879,0.23050821
20,0.31481618,0.60032314,0.08486068
21,0.09870661,0.62379265,0.27750078
22,0.07379089,0.037239768,0.88896936
23,0.52753997,0.10629419,0.36616582
24,0.6837932,0.13121265,0.18499415
25,0.26086918,0.6465414,0.0925894
26,0.45481786,0.37297013,0.17221203
27,0.48728833,0.34577334,0.1669384
28,0.6202244,0.08722406,0.29255146
29,0.19883658,0.031949036,0.7692144
30,0.52467877,0.1730818,0.3022395
31,0.54721195,0.25244972,0.20033836
32,0.07445576,0.79000753,0.13553667
33,0.6368647,0.08577466,0.27736068
34,0.04575689,0.060705025,0.8935381
35,0.070195846,0.0397539,0.89005023
36,0.5374521,0.16615914,0.29638872
37,0.33754918,0.32134476,0.34110603
38,0.27050522,0.48546246,0.24403231
39,0.17062205,0.6150926,0.21428534
40,0.1875566,0.35944515,0.4529982
41,0.665398,0.14161772,0.19298424
42,0.6206187,0.19801983,0.18136148
43,0.04393674,0.3907004,0.5653629
44,0.26660717,0.47819436,0.25519848
45,0.21023813,0.21556011,0.57420176
46,0.57834727,0.2302563,0.19139647
47,0.023824899,0.082022384,0.8941528
48,0.41660762,0.48455593,0.09883641
49,0.059146963,0.6489238,0.2919292
50,0.06103887,0.36405343,0.57490766
51,0.4722334,0.12420626,0.40356034
52,0.060921405,0.6195045,0.31957412
53,0.311004,0.24220681,0.44678912
54,0.17162238,0.7401905,0.08818713
55,0.10804633,0.28381476,0.608139
56,0.38909605,0.3431153,0.26778865
57,0.11663695,0.6140393,0.26932374
58,0.06794244,0.4124934,0.51956415
59,0.3661734,0.5427333,0.09109329
60,0.60957587,0.23851088,0.15191324
61,0.458806,0.19180313,0.3493909
62,0.059548147,0.72094214,0.21950972
63,0.18775976,0.034605443,0.77763474
64,0.02548053,0.14953612,0.82498324
65,0.30500552,0.4278049,0.26718962
66,0.050456386,0.27835464,0.67118895
67,0.50259537,0.23752761,0.25987697
68,0.55842614,0.2267933,0.2147805
69,0.57756555,0.26000845,0.16242602
70,0.6173847,0.23159146,0.1510239
71,0.49886692,0.15157758,0.34955552
72,0.62206095,0.15743253,0.2205065
73,0.55967444,0.27081463,0.16951087
74,0.057517063,0.5116769,0.430806
75,0.6572568,0.10267698,0.2400662
76,0.30773547,0.29247823,0.3997863
77,0.47843564,0.33353105,0.18803334
78,0.19059524,0.620751,0.18865372
79,0.0828231,0.34590483,0.5712721
80,0.12115139,0.21090767,0.6679409
81,0.044251982,0.097265385,0.8584826
82,0.0545819,0.06420218,0.881216
83,0.48368478,0.06917045,0.44714472
84,0.034571882,0.0699822,0.8954459
85,0.657331,0.15125689,0.19141208
86,0.03417888,0.06808872,0.8977324
87,0.5428727,0.30609447,0.15103282
88,0.40643638,0.49256024,0.10100342
89,0.40401715,0.4319482,0.16403466
90,0.6518033,0.15355326,0.19464341
91,0.43868223,0.25736856,0.30394924
92,0.07610582,0.7720508,0.15184346
93,0.5761207,0.16533452,0.2585448
94,0.44627264,0.2816282,0.27209917
95,0.03666668,0.43419948,0.52913386
96,0.67082405,0.12927207,0.19990388
97,0.06794244,0.4124934,0.51956415
98,0.6103033,0.22876887,0.16092782
99,0.4056071,0.34319383,0.25119907
100,0.6207919,0.20778754,0.1714206
101,0.06724269,0.76212656,0.17063075
102,0.61263466,0.12305357,0.26431173
103,0.5236379,0.15985146,0.31651062
104,0.051009458,0.74126756,0.20772298
105,0.62086314,0.09869454,0.2804423
106,0.43873826,0.43505308,0.12620865
107,0.44627264,0.2816282,0.27209917
108,0.6131683,0.108206235,0.27862546
109,0.56819224,0.26159132,0.17021647
110,0.4114219,0.47209263,0.116485566
111,0.04730942,0.0989209,0.85376966
112,0.30129752,0.60673285,0.091969706
113,0.5584964,0.2539495,0.18755409
114,0.05041002,0.7054787,0.2441112
115,0.17809376,0.7294127,0.092493586
116,0.1968753,0.73427904,0.06884562
117,0.5095913,0.27018198,0.22022672
118,0.43142185,0.23643094,0.33214724
119,0.031176323,0.08660516,0.8822185
120,0.3921036,0.38439515,0.22350125
121,0.672366,0.13200065,0.19563323
122,0.42086974,0.401304,0.1778263
123,0.5918341,0.24417037,0.16399553
124,0.035966076,0.05782946,0.90620446
125,0.13665965,0.025399368,0.83794105
126,0.33215657,0.07440111,0.5934423
127,0.5767453,0.27559894,0.14765577
128,0.44680765,0.36394507,0.18924731
129,0.4535734,0.34640566,0.20002091
130,0.44470313,0.37826657,0.17703032
131,0.5873474,0.1525069,0.26014566
132,0.5698301,0.081184015,0.34898582
133,0.46979105,0.34134927,0.1888597
134,0.4646989,0.3429901,0.192311
135,0.10784685,0.737701,0.15445219
136,0.15112156,0.087055124,0.7618234
137,0.10123351,0.74035585,0.15841061
138,0.5818159,0.15743011,0.26075393
139,0.37121254,0.21189654,0.41689092
140,0.035790898,0.20923969,0.7549694
141,0.3825205,0.20006756,0.41741195
142,0.10028826,0.56324416,0.3364676
143,0.44336972,0.10635223,0.4502781
144,0.29114598,0.100959666,0.6078943
145,0.017769996,0.19581418,0.78641576
146,0.22428049,0.38526827,0.3904512
147,0.020276897,0.28958806,0.69013506
148,0.13219024,0.03049962,0.8373101
149,0.34651512,0.48387432,0.1696106
150,0.44338995,0.37322754,0.18338254
151,0.4394597,0.32922268,0.23131756
152,0.20434928,0.06479339,0.7308573
153,0.62688476,0.07197372,0.3011415
154,0.06390559,0.07209758,0.8639968
155,0.26902938,0.35089883,0.38007176
156,0.03851725,0.10462548,0.8568573
157,0.5963232,0.20383258,0.1998442
158,0.6086044,0.066515684,0.32487997
159,0.124351494,0.113079585,0.7625689
160,0.41553757,0.20834415,0.3761182
161,0.23159443,0.280022,0.48838356
162,0.069111235,0.6868919,0.24399683
163,0.266231,0.6042458,0.12952319
164,0.42973062,0.34124103,0.22902836
165,0.31662622,0.3131574,0.37021637
166,0.033619046,0.075375505,0.89100546
167,0.12059196,0.032263953,0.84714407
168,0.070458114,0.041651558,0.8878904
169,0.119807094,0.74861056,0.13158238
170,0.37562805,0.2483846,0.37598735
171,0.025473053,0.2763642,0.6981628
172,0.19514881,0.7195638,0.08528736
173,0.28883418,0.38463607,0.32652977
174,0.09164677,0.07070148,0.8376518
175,0.05655557,0.7885473,0.15489712
176,0.39310724,0.36524373,0.24164906
177,0.09941704,0.64715725,0.25342575
178,0.08304532,0.4766143,0.4403403
179,0.3797556,0.18291816,0.4373263
180,0.03714848,0.27462703,0.68822455
181,0.6810448,0.13659246,0.18236274
182,0.0850552,0.08476779,0.830177
183,0.48420236,0.2183797,0.29741797
184,0.017246364,0.11209117,0.87066245
185,0.61061287,0.07363051,0.31575662
186,0.38528103,0.45541543,0.15930358
187,0.12730336,0.7497888,0.122907795
188,0.1260788,0.65753067,0.21639055
189,0.06363421,0.448865,0.48750076
190,0.41677892,0.21451232,0.36870876
191,0.06770368,0.3271431,0.60515326
192,0.044262517,0.08485065,0.87088686
193,0.39626727,0.47499847,0.12873429
194,0.61386645,0.18766813,0.19846545
195,0.63327444,0.1834446,0.18328094
196,0.3157169,0.04141092,0.6428722
197,0.029487548,0.1331059,0.83740646
198,0.6255529,0.14271493,0.23173223
199,0.057355493,0.06633494,0.87630963
200,0.604716,0.2300446,0.16523935
201,0.23376846,0.16490623,0.60132533
202,0.45023325,0.40827438,0.14149237
203,0.5063033,0.09270093,0.4009958
204,0.607727,0.24056785,0.1517051
205,0.45931825,0.41098922,0.12969254
206,0.4261115,0.44005758,0.13383098
207,0.5197877,0.23658684,0.24362543
